"","ccode","year","atop_lengthmax","atop_lengthavg"
"3296",501,1990,27,27
"3297",501,1991,28,28
"3298",501,1992,29,29
"3299",501,1993,30,30
"3300",501,1994,31,31
"3301",501,1995,32,32
"3302",501,1996,33,33
"3303",501,1997,34,34
"3304",501,1998,35,35
"3305",501,1999,36,36
"3306",501,2000,37,37
"3307",501,2001,38,38
"3308",501,2002,39,39
"3309",501,2003,40,40
"3310",501,2004,41,41
"3311",501,2005,42,42
"3312",501,2006,43,43
"3313",501,2007,44,22
"3314",501,2008,45,24
"3315",501,2009,46,24
"3316",501,2010,47,26
"3317",501,2011,48,26
"3318",501,2012,49,28
"3319",501,2013,50,28
"3320",501,2014,51,30
"3321",510,2004,1,1
"3322",510,2005,2,2
"3323",510,2006,3,3
"3324",510,2007,4,2
"3325",510,2008,5,4
"3326",510,2009,6,4
"3327",510,2010,7,6
"3328",510,2011,8,6
"3329",510,2012,9,8
"3330",510,2013,10,8
"3331",510,2014,11,10
"3332",516,2001,1,1
"3333",516,2002,2,2
"3334",516,2003,3,3
"3335",516,2004,4,4
"3336",516,2005,5,5
"3337",516,2006,6,6
"3338",516,2007,7,4
"3339",516,2008,8,5
"3340",516,2009,9,6
"3341",516,2010,10,7
"3342",516,2011,11,8
"3343",516,2012,12,9
"3344",516,2013,13,10
"3345",516,2014,14,11
"3346",517,2001,1,1
"3347",517,2002,2,2
"3348",517,2003,3,3
"3349",517,2004,4,4
"3350",517,2005,5,5
"3351",517,2006,6,6
"3352",517,2007,1,1
"3353",517,2008,2,2
"3354",517,2009,3,2
"3355",517,2010,4,4
"3356",517,2011,5,4
"3357",517,2012,6,6
"3358",517,2013,7,6
"3359",517,2014,8,8
"3360",520,1975,1,1
"3361",520,1976,2,2
"3362",520,1977,3,3
"3363",520,1978,4,4
"3364",520,1979,5,5
"3365",520,1980,6,6
"3366",520,1981,7,7
"3367",520,1982,8,8
"3368",520,1983,9,9
"3369",520,1984,10,10
"3370",520,1985,11,11
"3371",520,1986,12,12
"3372",520,1987,13,13
"3373",520,1988,14,14
"3374",520,1989,15,15
"3375",520,1990,16,16
"3376",520,1991,17,17
"3377",520,1992,18,18
"3378",520,1993,19,19
"3379",520,1994,20,20
"3380",520,1995,21,21
"3381",520,1996,22,22
"3382",520,1997,23,23
"3383",520,1998,24,24
"3384",520,1999,25,25
"3385",520,2000,26,26
"3386",520,2001,27,27
"3387",520,2002,28,28
"3388",520,2003,29,29
"3389",520,2004,30,30
"3390",520,2005,31,31
"3391",520,2006,32,32
"3392",520,2007,33,33
"3393",520,2008,34,34
"3394",520,2009,35,35
"3395",520,2010,36,36
"3396",520,2011,37,37
"3397",520,2012,38,38
"3398",520,2013,39,39
"3399",520,2014,40,40
"3400",522,1978,1,1
"3401",522,1979,2,2
"3402",522,1980,3,3
"3403",522,1981,4,4
"3404",522,1982,5,5
"3405",522,1983,6,6
"3406",522,1984,7,7
"3407",522,1985,8,8
"3408",522,1986,9,9
"3409",522,1987,10,10
"3410",522,1988,11,11
"3411",522,1989,12,12
"3412",522,1990,13,13
"3413",522,1991,14,14
"3414",522,1992,15,15
"3415",522,1993,16,16
"3416",522,1994,17,17
"3417",522,1995,18,18
"3418",522,1996,19,19
"3419",522,1997,20,20
"3420",522,1998,21,21
"3421",522,1999,22,22
"3422",522,2000,23,23
"3423",522,2001,24,24
"3424",522,2002,25,25
"3425",522,2003,26,26
"3426",522,2004,27,27
"3427",522,2005,28,28
"3428",522,2006,29,29
"3429",522,2007,30,30
"3430",522,2008,31,31
"3431",522,2009,32,32
"3432",522,2010,33,33
"3433",522,2011,34,34
"3434",522,2012,35,35
"3435",522,2013,36,36
"3436",522,2014,37,37
"3437",530,1970,7,7
"3438",530,1971,8,8
"3439",530,1972,9,9
"3440",530,1973,10,10
"3441",530,1974,11,11
"3442",530,1975,12,12
"3443",530,1976,13,13
"3444",530,1977,14,14
"3445",530,1978,15,15
"3446",530,1979,16,16
"3447",530,1980,17,17
"3448",530,1981,18,18
"3449",530,1982,19,10
"3450",530,1983,20,11
"3451",530,1984,21,12
"3452",530,1985,22,13
"3453",530,1986,23,23
"3454",530,1987,24,24
"3455",530,1988,25,25
"3456",530,1989,26,26
"3457",530,1990,27,27
"3458",530,1991,28,28
"3459",530,1992,29,29
"3460",530,1993,30,30
"3461",530,1994,31,31
"3462",530,1995,32,32
"3463",530,1996,33,33
"3464",530,1997,34,34
"3465",530,1998,35,35
"3466",530,1999,36,36
"3467",530,2000,37,37
"3468",530,2001,38,38
"3469",530,2002,39,39
"3470",530,2003,40,40
"3471",530,2004,41,41
"3472",530,2005,42,42
"3473",530,2006,43,22
"3474",530,2007,44,23
"3475",530,2008,45,24
"3476",530,2009,46,25
"3477",530,2010,47,26
"3478",530,2011,48,27
"3479",530,2012,49,28
"3480",530,2013,50,29
"3481",530,2014,51,30
"3482",540,2000,1,1
"3483",540,2001,1,1
"3484",540,2002,2,2
"3485",540,2003,3,3
"3486",540,2004,4,2
"3487",540,2005,5,4
"3488",540,2006,6,4
"3489",540,2007,7,4
"3490",540,2008,8,5
"3491",540,2009,9,6
"3492",540,2010,10,7
"3493",540,2011,11,8
"3494",540,2012,12,9
"3495",540,2013,13,10
"3496",540,2014,14,11
"3497",541,1982,1,1
"3498",541,1983,2,2
"3499",541,1984,3,3
"3500",541,1985,4,4
"3501",541,1986,5,5
"3502",541,1987,6,6
"3503",541,1988,7,7
"3504",541,1989,8,8
"3505",541,1990,9,9
"3506",541,1991,10,10
"3507",541,1992,11,11
"3508",541,1993,12,12
"3509",541,2004,1,1
"3510",541,2005,2,2
"3511",541,2006,3,3
"3512",541,2007,4,4
"3513",541,2008,5,3
"3514",541,2009,6,4
"3515",541,2010,7,5
"3516",541,2011,8,6
"3517",541,2012,9,7
"3518",541,2013,10,8
"3519",541,2014,11,9
"3520",551,2004,1,1
"3521",551,2005,2,2
"3522",551,2006,3,3
"3523",551,2007,4,2
"3524",551,2008,5,4
"3525",551,2009,6,4
"3526",551,2010,7,6
"3527",551,2011,8,6
"3528",551,2012,9,8
"3529",551,2013,10,8
"3530",551,2014,11,10
"3531",552,1982,1,1
"3532",552,1983,2,2
"3533",552,1984,3,3
"3534",552,1985,4,4
"3535",552,1986,5,5
"3536",552,1987,6,6
"3537",552,1988,7,7
"3538",552,1989,8,8
"3539",552,1990,9,9
"3540",552,1991,10,10
"3541",552,1992,11,11
"3542",552,1993,12,12
"3543",552,2000,1,1
"3544",552,2004,1,1
"3545",552,2005,2,2
"3546",552,2006,3,3
"3547",552,2007,4,4
"3548",552,2008,5,5
"3549",552,2009,6,6
"3550",552,2010,7,7
"3551",552,2011,8,8
"3552",552,2012,9,9
"3553",552,2013,10,10
"3554",552,2014,11,11
"3555",553,2004,1,1
"3556",553,2005,2,2
"3557",553,2006,3,3
"3558",553,2007,4,4
"3559",553,2008,5,5
"3560",553,2009,6,6
"3561",553,2010,7,7
"3562",553,2011,8,8
"3563",553,2012,9,9
"3564",553,2013,10,10
"3565",553,2014,11,11
"3566",560,1970,15,15
"3567",560,1971,16,16
"3568",560,1972,17,17
"3569",560,1973,18,18
"3570",560,1974,19,19
"3571",560,2004,1,1
"3572",560,2005,2,2
"3573",560,2006,3,3
"3574",560,2007,4,4
"3575",560,2008,5,5
"3576",560,2009,6,6
"3577",560,2010,7,7
"3578",560,2011,8,8
"3579",560,2012,9,9
"3580",560,2013,10,10
"3581",560,2014,11,11
"3582",565,2000,1,1
"3583",565,2004,1,1
"3584",565,2005,2,2
"3585",565,2006,3,3
"3586",565,2007,4,4
"3587",565,2008,5,5
"3588",565,2009,6,6
"3589",565,2010,7,7
"3590",565,2011,8,8
"3591",565,2012,9,9
"3592",565,2013,10,10
"3593",565,2014,11,11
"3594",570,2004,1,1
"3595",570,2005,2,2
"3596",570,2006,3,3
"3597",570,2007,4,4
"3598",570,2008,5,5
"3599",570,2009,6,6
"3600",570,2010,7,7
"3601",570,2011,8,8
"3602",570,2012,9,9
"3603",570,2013,10,10
"3604",570,2014,11,11
"3605",571,2004,1,1
"3606",571,2005,2,2
"3607",571,2006,3,3
"3608",571,2007,4,4
"3609",571,2008,5,5
"3610",571,2009,6,6
"3611",571,2010,7,7
"3612",571,2011,8,8
"3613",571,2012,9,9
"3614",571,2013,10,10
"3615",571,2014,11,11
"3616",572,2004,1,1
"3617",572,2005,2,2
"3618",572,2006,3,3
"3619",572,2007,4,4
"3620",572,2008,5,5
"3621",572,2009,6,6
"3622",572,2010,7,7
"3623",572,2011,8,8
"3624",572,2012,9,9
"3625",572,2013,10,10
"3626",572,2014,11,11
"3627",580,1970,10,10
"3628",580,1971,11,11
"3629",580,1972,12,12
"3630",581,1979,1,1
"3631",581,1980,2,2
"3632",581,1981,3,3
"3633",581,1982,4,4
"3634",581,1983,5,5
"3635",581,1984,6,6
"3636",581,1985,7,7
"3637",581,1986,8,8
"3638",581,1987,9,9
"3639",581,1988,10,10
"3640",581,1989,11,11
"3641",581,1990,12,12
"3642",581,1991,13,13
"3643",581,1992,14,14
"3644",581,1993,15,15
"3645",581,1994,16,8
"3646",581,1995,17,10
"3647",581,1996,18,10
"3648",581,1997,19,12
"3649",581,1998,20,12
"3650",581,1999,21,14
"3651",581,2000,22,14
"3652",581,2001,23,16
"3653",581,2002,24,16
"3654",581,2003,25,18
"3655",581,2004,26,18
"3656",581,2005,27,20
"3657",581,2006,28,20
"3658",581,2007,29,22
"3659",581,2008,30,22
"3660",581,2009,31,24
"3661",581,2010,32,24
"3662",581,2011,33,17
"3663",581,2012,34,18
"3664",581,2013,35,19
"3665",581,2014,36,20
"3666",590,2004,1,1
"3667",590,2005,2,2
"3668",590,2006,3,3
"3669",590,2007,4,4
"3670",590,2008,5,5
"3671",590,2009,6,6
"3672",590,2010,7,7
"3673",590,2011,8,8
"3674",590,2012,9,9
"3675",590,2013,10,10
"3676",590,2014,11,11
"3677",600,1970,9,9
"3678",600,1971,10,10
"3679",600,1972,11,11
"3680",600,1973,12,12
"3681",600,1974,13,13
"3682",600,1975,14,14
"3683",600,1976,15,15
"3684",600,1977,16,16
"3685",600,1978,17,17
"3686",600,1979,18,18
"3687",600,1980,19,19
"3688",600,1981,20,20
"3689",600,1982,21,21
"3690",600,1983,22,22
"3691",600,1984,23,23
"3692",600,1985,24,12
"3693",600,1986,25,25
"3694",600,1987,26,26
"3695",600,1988,27,27
"3696",600,1989,28,28
"3697",600,1990,29,15
"3698",600,1991,30,16
"3699",600,1992,31,17
"3700",600,1993,32,18
"3701",600,1994,33,19
"3702",600,1995,34,20
"3703",600,1996,35,21
"3704",600,1997,36,22
"3705",600,1998,37,23
"3706",600,1999,38,24
"3707",600,2000,39,25
"3708",600,2001,40,26
"3709",600,2002,41,27
"3710",600,2003,42,28
"3711",600,2004,43,29
"3712",600,2005,44,30
"3713",600,2006,45,31
"3714",600,2007,46,32
"3715",600,2008,47,33
"3716",600,2009,48,34
"3717",600,2010,49,35
"3718",600,2011,50,36
"3719",600,2012,51,37
"3720",600,2013,52,38
"3721",600,2014,53,39
"3722",615,1970,6,6
"3723",615,1971,7,7
"3724",615,1972,8,8
"3725",615,1973,9,9
"3726",615,1974,10,10
"3727",615,1975,11,11
"3728",615,1976,12,6
"3729",615,1977,13,8
"3730",615,1978,14,6
"3731",615,1979,15,7
"3732",615,1980,16,8
"3733",615,1981,17,9
"3734",615,1982,18,10
"3735",615,1983,19,11
"3736",615,1984,20,14
"3737",615,1985,21,21
"3738",615,1986,22,22
"3739",615,1987,23,23
"3740",615,1988,24,24
"3741",615,1989,25,25
"3742",615,1990,26,14
"3743",615,1991,27,14
"3744",615,1992,28,16
"3745",615,1993,29,16
"3746",615,1994,30,18
"3747",615,1995,31,18
"3748",615,1996,32,20
"3749",615,1997,33,20
"3750",615,1998,34,22
"3751",615,1999,35,22
"3752",615,2000,36,24
"3753",615,2001,37,24
"3754",615,2002,38,26
"3755",615,2003,39,26
"3756",615,2004,40,28
"3757",615,2005,41,28
"3758",615,2006,42,30
"3759",615,2007,43,21
"3760",615,2008,44,22
"3761",615,2009,45,23
"3762",615,2010,46,24
"3763",615,2011,47,25
"3764",615,2012,48,26
"3765",615,2013,49,27
"3766",615,2014,50,28
"3767",616,1970,13,10
"3768",616,1971,14,10
"3769",616,1972,15,12
"3770",616,1973,16,12
"3771",616,1974,10,10
"3772",616,1975,11,11
"3773",616,1976,12,12
"3774",616,1977,13,13
"3775",616,1978,14,14
"3776",616,1979,15,15
"3777",616,1980,16,16
"3778",616,1981,17,17
"3779",616,1982,18,18
"3780",616,1983,19,19
"3781",616,1984,20,20
"3782",616,1985,21,21
"3783",616,1986,22,22
"3784",616,1987,23,23
"3785",616,1988,24,24
"3786",616,1989,25,25
"3787",616,1990,26,14
"3788",616,1991,27,14
"3789",616,1992,28,16
"3790",616,1993,29,16
"3791",616,1994,30,18
"3792",616,1995,31,18
"3793",616,1996,32,20
"3794",616,1997,33,20
"3795",616,1998,34,22
"3796",616,1999,35,22
"3797",616,2000,36,24
"3798",616,2001,37,24
"3799",616,2002,38,26
"3800",616,2003,39,26
"3801",616,2004,40,28
"3802",616,2005,41,28
"3803",616,2006,42,30
"3804",616,2007,43,30
"3805",616,2008,44,32
"3806",616,2009,45,32
"3807",616,2010,46,34
"3808",616,2011,47,34
"3809",616,2012,48,36
"3810",616,2013,49,36
"3811",616,2014,50,38
"3812",620,1970,13,10
"3813",620,1971,14,10
"3814",620,1972,15,12
"3815",620,1973,16,12
"3816",620,1974,10,10
"3817",620,1975,11,6
"3818",620,1976,12,5
"3819",620,1977,13,6
"3820",620,1978,14,6
"3821",620,1979,15,6
"3822",620,1980,16,8
"3823",620,1981,17,7
"3824",620,1982,18,8
"3825",620,1983,19,9
"3826",620,1984,20,10
"3827",620,1985,21,7
"3828",620,1986,22,12
"3829",620,1987,23,13
"3830",620,1988,24,14
"3831",620,1989,25,25
"3832",620,1990,26,14
"3833",620,1991,27,14
"3834",620,1992,28,16
"3835",620,1993,29,16
"3836",620,1994,30,18
"3837",620,1995,31,18
"3838",620,1996,32,20
"3839",620,1997,33,20
"3840",620,1998,34,22
"3841",620,1999,35,22
"3842",620,2000,36,24
"3843",620,2001,37,24
"3844",620,2002,38,26
"3845",620,2003,39,26
"3846",620,2004,40,28
"3847",620,2005,41,28
"3848",620,2006,42,30
"3849",620,2007,43,21
"3850",620,2008,44,22
"3851",620,2009,45,23
"3852",620,2010,46,24
"3853",620,2011,47,25
"3854",620,2012,48,26
"3855",620,2013,49,27
"3856",620,2014,50,28
"3857",625,1970,6,6
"3858",625,1971,7,7
"3859",625,1972,8,8
"3860",625,1973,9,5
"3861",625,1974,10,6
"3862",625,1975,11,7
"3863",625,1976,12,8
"3864",625,1977,13,6
"3865",625,1978,14,7
"3866",625,1979,15,9
"3867",625,1980,16,10
"3868",625,1981,17,11
"3869",625,1982,18,12
"3870",625,1983,19,13
"3871",625,1984,20,14
"3872",625,1985,21,21
"3873",625,1986,22,22
"3874",625,1987,23,23
"3875",625,1988,24,24
"3876",625,1989,25,25
"3877",625,1990,26,26
"3878",625,1991,27,27
"3879",625,1992,28,28
"3880",625,1993,29,29
"3881",625,1994,30,30
"3882",625,1995,31,31
"3883",625,1996,32,32
"3884",625,1997,33,33
"3885",625,1998,34,34
"3886",625,1999,35,35
"3887",625,2000,36,36
"3888",625,2001,37,37
"3889",625,2002,38,38
"3890",625,2003,39,39
"3891",625,2004,40,40
"3892",625,2005,41,41
"3893",625,2006,42,42
"3894",625,2007,43,22
"3895",625,2008,44,23
"3896",625,2009,45,24
"3897",625,2010,46,25
"3898",625,2011,47,26
"3899",625,2012,48,27
"3900",625,2013,49,28
"3901",625,2014,50,29
"3902",626,2014,1,1
"3903",640,1970,19,14
"3904",640,1971,20,16
"3905",640,1972,21,16
"3906",640,1973,22,18
"3907",640,1974,23,23
"3908",640,1975,24,24
"3909",640,1976,25,25
"3910",640,1977,26,26
"3911",640,1978,27,27
"3912",640,1979,28,28
"3913",640,1980,29,29
"3914",640,1981,30,30
"3915",640,1982,31,31
"3916",640,1983,32,32
"3917",640,1984,33,33
"3918",640,1985,34,34
"3919",640,1986,35,35
"3920",640,1987,36,36
"3921",640,1988,37,37
"3922",640,1989,38,38
"3923",640,1990,39,39
"3924",640,1991,40,40
"3925",640,1992,41,41
"3926",640,1993,42,42
"3927",640,1994,43,43
"3928",640,1995,44,22
"3929",640,1996,45,24
"3930",640,1997,46,24
"3931",640,1998,47,26
"3932",640,1999,48,26
"3933",640,2000,49,28
"3934",640,2001,50,28
"3935",640,2002,51,30
"3936",640,2003,52,30
"3937",640,2004,53,32
"3938",640,2005,54,32
"3939",640,2006,55,34
"3940",640,2007,56,34
"3941",640,2008,57,36
"3942",640,2009,58,36
"3943",640,2010,59,38
"3944",640,2011,60,26
"3945",640,2012,61,27
"3946",640,2013,62,28
"3947",640,2014,63,29
"3948",645,1970,19,11
"3949",645,1971,20,12
"3950",645,1972,21,13
"3951",645,1973,22,14
"3952",645,1974,23,15
"3953",645,1975,24,16
"3954",645,1976,25,17
"3955",645,1977,26,18
"3956",645,1978,27,19
"3957",645,1979,28,28
"3958",645,1980,29,29
"3959",645,1981,30,30
"3960",645,1982,31,31
"3961",645,1983,32,32
"3962",645,1984,33,33
"3963",645,1985,34,34
"3964",645,1986,35,35
"3965",645,1987,36,36
"3966",645,1988,37,37
"3967",645,1989,38,38
"3968",645,1990,39,39
"3969",645,1991,40,40
"3970",645,1992,41,41
"3971",645,1993,42,42
"3972",645,1994,43,43
"3973",645,1995,44,44
"3974",645,1996,45,45
"3975",645,1997,46,46
"3976",645,1998,47,47
"3977",645,1999,48,48
"3978",645,2000,49,49
"3979",645,2001,50,50
"3980",645,2002,51,51
"3981",645,2003,52,52
"3982",645,2004,53,53
"3983",645,2005,54,54
"3984",645,2006,55,55
"3985",645,2007,56,56
"3986",645,2008,57,57
"3987",645,2009,58,58
"3988",645,2010,59,59
"3989",645,2011,60,60
"3990",645,2012,61,61
"3991",645,2013,62,62
"3992",645,2014,63,63
"3993",651,1970,20,12
"3994",651,1971,21,13
"3995",651,1972,22,14
"3996",651,1973,23,15
"3997",651,1974,24,16
"3998",651,1975,25,17
"3999",651,1976,26,18
"4000",651,1977,27,13
"4001",651,1978,28,14
"4002",651,1979,3,3
"4003",651,1980,4,4
"4004",651,1981,5,5
"4005",651,1982,6,6
"4006",651,1983,7,7
"4007",651,1984,8,8
"4008",651,1990,1,1
"4009",651,1991,2,2
"4010",651,1992,3,3
"4011",651,1993,4,4
"4012",651,1994,5,5
"4013",651,1995,6,6
"4014",651,1996,7,7
"4015",651,1997,8,8
"4016",651,1998,9,9
"4017",651,1999,10,10
"4018",651,2000,11,11
"4019",651,2001,12,12
"4020",651,2002,13,13
"4021",651,2003,14,14
"4022",651,2004,15,15
"4023",651,2005,16,16
"4024",651,2006,17,17
"4025",651,2007,18,18
"4026",651,2008,19,19
"4027",651,2009,20,20
"4028",651,2010,21,21
"4029",651,2011,22,22
"4030",651,2012,23,23
"4031",651,2013,24,24
"4032",651,2014,25,25
"4033",652,1970,20,20
"4034",652,1971,21,21
"4035",652,1972,22,22
"4036",652,1973,23,23
"4037",652,1974,24,24
"4038",652,1975,25,25
"4039",652,1976,26,26
"4040",652,1977,27,27
"4041",652,1978,28,14
"4042",652,1979,29,16
"4043",652,1980,30,16
"4044",652,1981,31,18
"4045",652,1982,32,18
"4046",652,1983,33,20
"4047",652,1984,34,20
"4048",652,1985,35,35
"4049",652,1986,36,36
"4050",652,1987,37,37
"4051",652,1988,38,38
"4052",652,1989,39,39
"4053",652,1990,40,40
"4054",652,1991,41,41
"4055",652,1992,42,22
"4056",652,1993,43,22
"4057",652,1994,44,24
"4058",652,1995,45,24
"4059",652,1996,46,26
"4060",652,1997,47,26
"4061",652,1998,48,28
"4062",652,1999,49,28
"4063",652,2000,50,30
"4064",652,2001,51,30
"4065",652,2002,52,32
"4066",652,2003,53,32
"4067",652,2004,54,34
"4068",652,2005,55,34
"4069",652,2006,56,36
"4070",652,2007,57,36
"4071",652,2008,58,38
"4072",652,2009,59,38
"4073",652,2010,60,40
"4074",652,2011,20,20
"4075",652,2012,21,21
"4076",652,2013,22,22
"4077",652,2014,23,23
"4078",660,1970,20,20
"4079",660,1971,21,21
"4080",660,1972,22,22
"4081",660,1973,23,23
"4082",660,1974,24,24
"4083",660,1975,25,25
"4084",660,1976,26,26
"4085",660,1977,27,27
"4086",660,1978,28,28
"4087",660,1979,29,29
"4088",660,1980,30,30
"4089",660,1981,31,31
"4090",660,1982,32,32
"4091",660,1983,33,33
"4092",660,1984,34,34
"4093",660,1985,35,35
"4094",660,1986,36,36
"4095",660,1987,37,37
"4096",660,1988,38,38
"4097",660,1989,39,39
"4098",660,1990,40,40
"4099",660,1991,41,41
"4100",660,1992,42,22
"4101",660,1993,43,22
"4102",660,1994,44,24
"4103",660,1995,45,24
"4104",660,1996,46,26
"4105",660,1997,47,26
"4106",660,1998,48,28
"4107",660,1999,49,28
"4108",660,2000,50,30
"4109",660,2001,51,30
"4110",660,2002,52,32
"4111",660,2003,53,32
"4112",660,2004,54,34
"4113",660,2005,55,34
"4114",660,2006,56,36
"4115",660,2007,57,36
"4116",660,2008,58,38
"4117",660,2009,59,38
"4118",660,2010,60,40
"4119",660,2011,61,40
"4120",660,2012,62,42
"4121",660,2013,63,42
"4122",660,2014,64,44
"4123",663,1970,18,10
"4124",663,1971,19,11
"4125",663,1972,20,12
"4126",663,1973,21,13
"4127",663,1974,22,14
"4128",663,1975,23,15
"4129",663,1976,24,16
"4130",663,1977,25,17
"4131",663,1978,26,18
"4132",663,1979,27,22
"4133",663,1980,28,23
"4134",663,1981,29,24
"4135",663,1982,30,25
"4136",663,1983,31,26
"4137",663,1984,32,27
"4138",663,1985,33,28
"4139",663,1986,34,29
"4140",663,1987,35,30
"4141",663,1988,36,31
"4142",663,1989,37,32
"4143",663,1990,38,38
"4144",663,1991,39,39
"4145",663,1992,40,40
"4146",663,1993,41,41
"4147",663,1994,42,42
"4148",663,1995,43,43
"4149",663,1996,44,44
"4150",663,1997,45,45
"4151",663,1998,46,46
"4152",663,1999,47,47
"4153",663,2000,48,48
"4154",663,2001,49,49
"4155",663,2002,50,50
"4156",663,2003,51,51
"4157",663,2004,52,52
"4158",663,2005,53,53
"4159",663,2006,54,54
"4160",663,2007,55,55
"4161",663,2008,56,56
"4162",663,2009,57,57
"4163",663,2010,58,58
"4164",663,2011,59,59
"4165",663,2012,60,60
"4166",663,2013,61,61
"4167",663,2014,62,62
"4168",670,1970,20,14
"4169",670,1971,21,15
"4170",670,1972,22,16
"4171",670,1973,23,17
"4172",670,1974,24,18
"4173",670,1975,25,19
"4174",670,1976,26,20
"4175",670,1977,27,21
"4176",670,1978,28,22
"4177",670,1979,29,23
"4178",670,1980,30,24
"4179",670,1981,31,25
"4180",670,1982,32,26
"4181",670,1983,33,27
"4182",670,1984,34,28
"4183",670,1985,35,29
"4184",670,1986,36,30
"4185",670,1987,37,31
"4186",670,1988,38,32
"4187",670,1989,39,33
"4188",670,1990,40,40
"4189",670,1991,41,41
"4190",670,1992,42,42
"4191",670,1993,43,43
"4192",670,1994,44,44
"4193",670,1995,45,45
"4194",670,1996,46,46
"4195",670,1997,47,47
"4196",670,1998,48,48
"4197",670,1999,49,49
"4198",670,2000,50,50
"4199",670,2001,51,26
"4200",670,2002,52,27
"4201",670,2003,53,28
"4202",670,2004,54,29
"4203",670,2005,55,30
"4204",670,2006,56,31
"4205",670,2007,57,32
"4206",670,2008,58,33
"4207",670,2009,59,34
"4208",670,2010,60,35
"4209",670,2011,61,36
"4210",670,2012,62,37
"4211",670,2013,63,38
"4212",670,2014,64,39
"4213",678,1970,20,20
"4214",678,1971,21,21
"4215",678,1972,22,22
"4216",678,1973,23,23
"4217",678,1974,24,24
"4218",678,1975,25,25
"4219",678,1976,26,26
"4220",678,1977,27,27
"4221",678,1978,28,28
"4222",678,1979,29,29
"4223",678,1980,30,30
"4224",678,1981,31,31
"4225",678,1982,32,32
"4226",678,1983,33,33
"4227",678,1984,34,34
"4228",678,1985,35,35
"4229",678,1986,36,36
"4230",678,1987,37,37
"4231",678,1988,38,38
"4232",678,1989,39,39
"4233",679,1991,1,1
"4234",679,1992,2,2
"4235",679,1993,3,3
"4236",679,1994,4,4
"4237",679,1995,5,5
"4238",679,1996,6,6
"4239",679,1997,7,7
"4240",679,1998,8,8
"4241",679,1999,9,9
"4242",679,2000,10,10
"4243",679,2001,11,11
"4244",679,2002,12,12
"4245",679,2003,13,13
"4246",679,2004,14,14
"4247",679,2005,15,15
"4248",679,2006,16,16
"4249",679,2007,17,17
"4250",679,2008,18,18
"4251",679,2009,19,19
"4252",679,2010,20,20
"4253",679,2011,21,21
"4254",679,2012,22,22
"4255",679,2013,23,23
"4256",679,2014,24,24
"4257",680,1972,1,1
"4258",680,1973,2,2
"4259",680,1974,3,3
"4260",680,1975,4,4
"4261",680,1976,5,5
"4262",680,1977,6,6
"4263",680,1978,7,4
"4264",680,1979,8,5
"4265",680,1980,9,6
"4266",680,1981,10,7
"4267",680,1982,11,6
"4268",680,1983,12,7
"4269",680,1984,13,8
"4270",680,1985,14,9
"4271",680,1986,15,15
"4272",680,1987,16,16
"4273",680,1988,17,17
"4274",680,1989,18,18
"4275",690,1970,9,9
"4276",690,1971,10,10
"4277",690,1972,11,11
"4278",690,1973,12,12
"4279",690,1974,13,13
"4280",690,1975,14,14
"4281",690,1976,15,15
"4282",690,1977,16,16
"4283",690,1978,17,17
"4284",690,1979,18,18
"4285",690,1980,19,19
"4286",690,1981,20,20
"4287",690,1982,21,21
"4288",690,1983,22,22
"4289",690,1984,23,23
"4290",690,1985,24,24
"4291",690,1986,25,25
"4292",690,1987,26,26
"4293",690,1988,27,27
"4294",690,1989,28,28
"4295",690,1990,29,29
"4296",690,1991,30,30
"4297",690,1992,31,31
"4298",690,1993,32,32
"4299",690,1994,33,33
"4300",690,1995,34,34
"4301",690,1996,35,35
"4302",690,1997,36,36
"4303",690,1998,37,37
"4304",690,1999,38,38
"4305",690,2000,39,39
"4306",690,2001,40,20
"4307",690,2002,41,22
"4308",690,2003,42,22
"4309",690,2004,43,24
"4310",690,2005,44,24
"4311",690,2006,45,26
"4312",690,2007,46,26
"4313",690,2008,47,28
"4314",690,2009,48,28
"4315",690,2010,49,30
"4316",690,2011,50,30
"4317",690,2012,51,32
"4318",690,2013,52,32
"4319",690,2014,53,34
"4320",692,1972,1,1
"4321",692,1973,2,2
"4322",692,1974,3,3
"4323",692,1975,4,4
"4324",692,1976,5,5
"4325",692,1977,6,6
"4326",692,1978,7,7
"4327",692,1979,8,8
"4328",692,1980,9,9
"4329",692,1981,10,10
"4330",692,1982,11,11
"4331",692,1983,12,12
"4332",692,1984,13,13
"4333",692,1985,14,14
"4334",692,1986,15,15
"4335",692,1987,16,16
"4336",692,1988,17,17
"4337",692,1989,18,18
"4338",692,1990,19,19
"4339",692,1991,20,20
"4340",692,1992,21,21
"4341",692,1993,22,22
"4342",692,1994,23,23
"4343",692,1995,24,24
"4344",692,1996,25,25
"4345",692,1997,26,26
"4346",692,1998,27,27
"4347",692,1999,28,28
"4348",692,2000,29,29
"4349",692,2001,30,16
"4350",692,2002,31,16
"4351",692,2003,32,18
"4352",692,2004,33,18
"4353",692,2005,34,20
"4354",692,2006,35,20
"4355",692,2007,36,22
"4356",692,2008,37,22
"4357",692,2009,38,24
"4358",692,2010,39,24
"4359",692,2011,40,26
"4360",692,2012,41,26
"4361",692,2013,42,28
"4362",692,2014,43,28
"4363",694,1972,1,1
"4364",694,1973,2,2
"4365",694,1974,3,3
"4366",694,1975,4,4
"4367",694,1976,5,5
"4368",694,1977,6,6
"4369",694,1978,7,7
