"dispnum","dispnum4","ccode","stabb","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version"
25,-9,220,"FRN",10,8,1831,-9,12,1832,0,0,0,-9,-9,-9,16,4,0,"gml-2.1"
26,-9,2,"USA",21,3,1948,25,7,1949,0,0,0,-9,0,0,7,3,1,"gml-2.1"
26,-9,200,"UKG",21,3,1948,25,7,1949,0,0,0,-9,0,0,7,3,1,"gml-2.1"
26,-9,220,"FRN",21,3,1948,25,7,1949,0,0,0,-9,0,0,0,1,1,"gml-2.1"
26,-9,365,"RUS",21,3,1948,25,7,1949,1,1,1,-9,0,0,16,4,1,"gml-2.1"
27,-9,2,"USA",15,7,1961,28,10,1961,0,0,0,-9,0,0,7,3,1,"gml-2.1"
27,-9,200,"UKG",13,8,1961,28,10,1961,1,0,0,-9,0,0,7,3,0,"gml-2.1"
27,-9,220,"FRN",13,8,1961,28,10,1961,1,0,0,-9,0,0,7,3,0,"gml-2.1"
27,-9,260,"GFR",13,8,1961,28,10,1961,1,0,0,-9,0,0,17,4,0,"gml-2.1"
27,-9,265,"GDR",13,8,1961,28,10,1961,1,1,2,-9,0,0,17,4,0,"gml-2.1"
27,-9,290,"POL",18,10,1961,28,10,1961,1,0,0,-9,0,0,7,3,0,"gml-2.1"
27,-9,315,"CZE",18,10,1961,28,10,1961,1,0,0,-9,0,0,7,3,0,"gml-2.1"
27,-9,365,"RUS",15,7,1961,28,10,1961,1,1,2,-9,0,0,13,4,1,"gml-2.1"
28,-9,220,"FRN",17,7,1961,29,9,1961,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
28,-9,616,"TUN",17,7,1961,29,9,1961,1,1,2,-9,3,-9,13,4,1,"gml-2.1"
30,-9,300,"AUH",6,10,1908,31,3,1909,1,0,0,-9,-9,-9,14,4,1,"gml-2.1"
30,-9,345,"YUG",6,10,1908,31,3,1909,0,1,1,-9,-9,-9,0,1,1,"gml-2.1"
31,-9,2,"USA",30,5,1900,16,1,1901,1,0,0,-9,2,-9,20,5,1,"gml-2.1"
31,-9,200,"UKG",30,5,1900,16,1,1901,1,1,2,-9,2,-9,20,5,1,"gml-2.1"
31,-9,220,"FRN",30,5,1900,16,1,1901,1,0,0,-9,2,-9,20,5,1,"gml-2.1"
31,-9,255,"GMY",30,5,1900,16,1,1901,1,0,0,-9,2,-9,16,4,1,"gml-2.1"
31,-9,300,"AUH",30,5,1900,16,1,1901,1,0,0,-9,1,-9,16,4,1,"gml-2.1"
31,-9,325,"ITA",30,5,1900,16,1,1901,1,0,0,-9,1,-9,16,4,1,"gml-2.1"
31,-9,365,"RUS",30,5,1900,16,1,1901,1,1,2,-9,4,-9,20,5,1,"gml-2.1"
31,-9,710,"CHN",30,5,1900,16,1,1901,0,0,0,-9,6,-9,20,5,1,"gml-2.1"
31,-9,740,"JPN",30,5,1900,16,1,1901,1,1,2,-9,5,-9,20,5,1,"gml-2.1"
38,-9,2,"USA",29,12,1837,29,12,1837,0,0,0,-9,0,0,7,3,1,"gml-2.1"
38,-9,200,"UKG",29,12,1837,29,12,1837,1,1,2,-9,0,0,16,4,1,"gml-2.1"
40,-9,710,"CHN",20,4,1928,28,3,1929,0,0,0,-9,3,-9,17,4,1,"gml-2.1"
40,-9,740,"JPN",20,4,1928,28,3,1929,1,0,0,-9,1,-9,14,4,1,"gml-2.1"
41,-9,365,"RUS",27,5,1929,22,12,1929,0,0,0,-9,3,-9,20,5,1,"gml-2.1"
41,-9,710,"CHN",27,5,1929,22,12,1929,1,0,0,-9,6,-9,20,5,1,"gml-2.1"
43,-9,255,"GMY",14,11,1897,6,3,1898,1,1,2,-9,0,0,14,4,1,"gml-2.1"
43,-9,710,"CHN",14,11,1897,6,3,1898,0,0,0,-9,0,0,0,1,1,"gml-2.1"
50,-9,2,"USA",9,2,1953,6,2,1956,1,1,1,-9,0,0,7,3,1,"gml-2.1"
50,-9,365,"RUS",4,8,1954,8,8,1954,0,1,1,-9,0,0,7,3,0,"gml-2.1"
50,-9,710,"CHN",9,2,1953,6,2,1956,0,1,1,-9,6,-9,17,4,1,"gml-2.1"
50,-9,713,"TAW",11,2,1953,6,2,1956,1,1,1,-9,4,-9,17,4,0,"gml-2.1"
51,-9,2,"USA",27,6,1950,27,7,1953,0,0,0,-9,6,-9,20,5,0,"gml-2.1"
51,-9,20,"CAN",29,6,1950,27,7,1953,0,0,0,-9,4,-9,20,5,0,"gml-2.1"
51,-9,100,"COL",6,6,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"gml-2.1"
51,-9,200,"UKG",28,6,1950,27,7,1953,0,0,0,-9,5,-9,20,5,0,"gml-2.1"
51,-9,210,"NTH",20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"gml-2.1"
51,-9,211,"BEL",20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"gml-2.1"
51,-9,220,"FRN",1,1,1951,27,7,1953,0,0,0,-9,4,-9,20,5,0,"gml-2.1"
51,-9,350,"GRC",20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"gml-2.1"
51,-9,530,"ETH",1,5,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"gml-2.1"
51,-9,640,"TUR",18,10,1950,27,7,1953,0,0,0,-9,5,-9,20,5,0,"gml-2.1"
51,-9,710,"CHN",30,9,1950,27,7,1953,1,0,0,-9,6,-9,20,5,0,"gml-2.1"
51,-9,731,"PRK",25,6,1950,27,7,1953,1,1,1,-9,6,-9,20,5,1,"gml-2.1"
51,-9,732,"ROK",25,6,1950,27,7,1953,0,1,1,-9,6,-9,20,5,1,"gml-2.1"
51,-9,800,"THI",20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"gml-2.1"
51,-9,840,"PHI",16,9,1950,27,7,1953,0,0,0,-9,2,-9,20,5,0,"gml-2.1"
51,-9,900,"AUL",1,7,1950,27,7,1953,0,0,0,-9,4,-9,20,5,0,"gml-2.1"
51,-9,920,"NEW",29,6,1950,27,7,1953,0,0,0,-9,0,0,20,5,0,"gml-2.1"
53,-9,2,"USA",22,8,1956,23,8,1956,0,0,0,-9,1,-9,7,3,1,"gml-2.1"
53,-9,710,"CHN",22,8,1956,23,8,1956,1,0,0,-9,0,0,16,4,1,"gml-2.1"
55,-9,325,"ITA",29,8,1923,27,9,1923,1,1,1,-9,0,0,16,4,1,"gml-2.1"
55,-9,350,"GRC",29,8,1923,27,9,1923,0,0,0,-9,0,0,0,1,1,"gml-2.1"
56,-9,200,"UKG",2,3,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"gml-2.1"
56,-9,220,"FRN",2,3,1897,21,9,1897,1,1,2,-9,-9,-9,16,4,1,"gml-2.1"
56,-9,255,"GMY",2,3,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"gml-2.1"
56,-9,300,"AUH",2,3,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"gml-2.1"
56,-9,325,"ITA",2,3,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"gml-2.1"
56,-9,350,"GRC",2,3,1897,21,9,1897,0,0,0,-9,-9,-9,0,1,1,"gml-2.1"
56,-9,365,"RUS",2,3,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"gml-2.1"
56,-9,640,"TUR",2,3,1897,21,9,1897,0,0,0,-9,-9,-9,0,1,1,"gml-2.1"
57,-9,200,"UKG",13,6,1853,30,3,1856,0,0,0,-9,6,-9,20,5,0,"gml-2.1"
57,-9,220,"FRN",13,6,1853,30,3,1856,0,0,0,-9,6,-9,20,5,0,"gml-2.1"
57,-9,300,"AUH",20,4,1854,30,3,1856,0,0,0,-9,0,0,7,3,0,"gml-2.1"
57,-9,325,"ITA",10,1,1855,30,3,1856,0,0,0,-9,6,-9,20,5,0,"gml-2.1"
57,-9,365,"RUS",31,5,1853,30,3,1856,1,1,2,-9,6,-9,20,5,1,"gml-2.1"
57,-9,640,"TUR",31,5,1853,30,3,1856,0,0,0,-9,6,-9,20,5,1,"gml-2.1"
61,-9,2,"USA",1,8,1962,12,12,1962,1,1,3,-9,0,0,13,4,1,"gml-2.1"
61,-9,40,"CUB",1,8,1962,12,12,1962,0,0,0,-9,0,0,16,4,1,"gml-2.1"
61,-9,365,"RUS",1,8,1962,12,12,1962,0,0,0,-9,0,0,16,4,1,"gml-2.1"
64,-9,365,"RUS",17,3,1826,7,10,1826,1,1,2,-9,0,0,7,3,1,"gml-2.1"
64,-9,640,"TUR",17,3,1826,7,10,1826,0,0,0,-9,0,0,0,1,1,"gml-2.1"
67,-9,255,"GMY",25,7,1934,31,7,1934,0,0,0,-9,0,0,0,1,1,"gml-2.1"
67,-9,315,"CZE",25,7,1934,31,7,1934,1,0,0,-9,0,0,7,3,1,"gml-2.1"
67,-9,325,"ITA",25,7,1934,31,7,1934,1,0,0,-9,0,0,7,3,1,"gml-2.1"
67,-9,345,"YUG",25,7,1934,31,7,1934,1,0,0,-9,0,0,7,3,1,"gml-2.1"
68,-9,2,"USA",-9,1,1900,13,1,1900,0,0,0,-9,0,0,7,3,0,"gml-2.1"
68,-9,42,"DOM",3,1,1900,13,1,1900,0,0,0,-9,0,0,0,1,1,"gml-2.1"
68,-9,220,"FRN",3,1,1900,13,1,1900,1,0,0,-9,0,0,7,3,1,"gml-2.1"
69,-9,2,"USA",25,3,1914,29,11,1916,1,1,3,-9,0,0,16,4,1,"gml-2.1"
69,-9,42,"DOM",25,3,1914,29,11,1916,0,0,0,-9,0,0,0,1,1,"gml-2.1"
71,-9,200,"UKG",17,1,1850,15,4,1850,1,1,2,-9,0,0,13,4,1,"gml-2.1"
71,-9,350,"GRC",17,1,1850,15,4,1850,0,0,0,-9,0,0,0,1,1,"gml-2.1"
77,-9,200,"UKG",10,7,1898,21,3,1899,0,1,1,-9,0,0,7,3,1,"gml-2.1"
77,-9,220,"FRN",10,7,1898,21,3,1899,1,0,0,-9,0,0,7,3,1,"gml-2.1"
78,-9,300,"AUH",17,7,1847,-9,12,1847,1,1,2,-9,0,0,14,4,1,"gml-2.1"
78,-9,327,"PAP",17,7,1847,-9,12,1847,0,0,0,-9,0,0,0,1,1,"gml-2.1"
86,-9,220,"FRN",25,3,1907,-9,4,1908,1,1,2,-9,-9,-9,16,4,1,"gml-2.1"
86,-9,230,"SPN",8,8,1907,8,2,1908,1,0,0,-9,-9,-9,14,4,0,"gml-2.1"
86,-9,600,"MOR",25,3,1907,-9,4,1908,0,0,0,-9,-9,-9,0,1,1,"gml-2.1"
88,-9,220,"FRN",6,7,1870,26,2,1871,1,0,0,-9,6,-9,20,5,1,"gml-2.1"
88,-9,245,"BAV",16,7,1870,15,11,1870,0,0,0,-9,6,-9,20,5,0,"gml-2.1"
88,-9,255,"GMY",6,7,1870,26,2,1871,0,1,4,-9,6,-9,20,5,1,"gml-2.1"
88,-9,267,"BAD",-9,7,1870,22,11,1870,0,0,0,-9,6,-9,20,5,0,"gml-2.1"
88,-9,271,"WRT",17,7,1870,22,11,1870,0,0,0,-9,6,-9,20,5,0,"gml-2.1"
89,-9,220,"FRN",21,9,1822,13,11,1823,1,1,2,-9,4,-9,20,5,1,"gml-2.1"
89,-9,230,"SPN",21,9,1822,13,11,1823,0,0,0,-9,5,-9,20,5,1,"gml-2.1"
91,-9,220,"FRN",-9,5,1887,22,5,1887,1,NA,-9,-9,0,0,4,2,1,"gml-2.1"
91,-9,365,"RUS",-9,5,1887,22,5,1887,1,1,2,-9,0,0,4,2,1,"gml-2.1"
91,-9,640,"TUR",-9,5,1887,22,5,1887,0,0,0,-9,0,0,0,1,1,"gml-2.1"
92,-9,220,"FRN",18,2,1964,29,2,1964,1,1,3,-9,1,-9,17,4,1,"gml-2.1"
92,-9,481,"GAB",18,2,1964,29,2,1964,0,0,0,-9,2,-9,17,4,1,"gml-2.1"
95,-9,41,"HAI",-9,10,1909,-9,4,1910,0,0,0,-9,0,0,0,1,1,"gml-2.1"
95,-9,255,"GMY",-9,10,1909,-9,4,1910,1,1,2,-9,0,0,7,3,1,"gml-2.1"
96,-9,200,"UKG",8,5,1886,6,6,1886,1,1,2,-9,0,0,13,4,1,"gml-2.1"
96,-9,255,"GMY",8,5,1886,6,6,1886,1,1,2,-9,0,0,13,4,1,"gml-2.1"
96,-9,300,"AUH",8,5,1886,6,6,1886,1,1,2,-9,0,0,13,4,1,"gml-2.1"
96,-9,325,"ITA",8,5,1886,6,6,1886,1,1,2,-9,0,0,13,4,1,"gml-2.1"
96,-9,350,"GRC",8,5,1886,6,6,1886,0,0,0,-9,0,0,0,1,1,"gml-2.1"
96,-9,365,"RUS",8,5,1886,6,6,1886,1,1,2,-9,0,0,13,4,1,"gml-2.1"
100,-9,2,"USA",13,12,1914,16,9,1915,1,1,2,-9,0,0,16,4,1,"gml-2.1"
100,-9,41,"HAI",13,12,1914,16,9,1915,0,0,0,-9,0,0,0,1,1,"gml-2.1"
104,-9,365,"RUS",-9,3,1880,-9,6,1880,1,0,0,-9,0,0,7,3,1,"gml-2.1"
104,-9,710,"CHN",-9,3,1880,-9,6,1880,0,1,1,-9,0,0,11,3,1,"gml-2.1"
106,-9,220,"FRN",23,4,1895,23,4,1895,1,1,2,-9,0,0,7,3,1,"gml-2.1"
106,-9,255,"GMY",23,4,1895,23,4,1895,1,1,2,-9,0,0,1,2,1,"gml-2.1"
106,-9,365,"RUS",23,4,1895,6,5,1895,1,1,2,-9,0,0,7,3,1,"gml-2.1"
106,-9,740,"JPN",23,4,1895,6,5,1895,0,0,0,-9,0,0,0,1,1,"gml-2.1"
108,-9,325,"ITA",25,3,1939,8,4,1939,1,1,1,-9,1,-9,17,4,1,"gml-2.1"
108,-9,339,"ALB",25,3,1939,8,4,1939,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
109,-9,300,"AUH",-9,9,1904,-9,10,1904,1,0,0,-9,0,0,10,3,1,"gml-2.1"
109,-9,325,"ITA",-9,9,1904,-9,10,1904,0,0,0,-9,0,0,0,1,1,"gml-2.1"
111,-9,200,"UKG",22,8,1935,9,5,1936,1,0,0,-9,0,0,7,3,0,"gml-2.1"
111,-9,325,"ITA",22,11,1934,9,5,1936,0,1,1,-9,6,-9,20,5,1,"gml-2.1"
111,-9,530,"ETH",22,11,1934,9,5,1936,1,0,0,-9,6,-9,20,5,1,"gml-2.1"
112,-9,220,"FRN",10,9,1860,29,9,1860,0,0,0,-9,0,0,7,3,0,"gml-2.1"
112,-9,325,"ITA",7,9,1860,29,9,1860,1,1,1,-9,4,-9,20,5,1,"gml-2.1"
112,-9,327,"PAP",7,9,1860,29,9,1860,0,0,0,-9,5,-9,20,5,1,"gml-2.1"
113,-9,220,"FRN",13,11,1860,19,1,1861,0,0,0,-9,0,0,7,3,0,"gml-2.1"
113,-9,325,"ITA",18,9,1860,13,2,1861,1,1,1,-9,5,-9,20,5,1,"gml-2.1"
113,-9,329,"SIC",18,9,1860,13,2,1861,0,0,0,-9,4,-9,20,5,1,"gml-2.1"
114,-9,325,"ITA",-9,9,1911,18,10,1912,1,0,0,-9,6,-9,20,5,1,"gml-2.1"
114,-9,640,"TUR",-9,9,1911,18,10,1912,0,1,2,-9,6,-9,20,5,1,"gml-2.1"
115,-9,220,"FRN",22,4,1859,11,7,1859,0,0,0,-9,6,-9,20,5,0,"gml-2.1"
115,-9,255,"GMY",24,6,1859,11,7,1859,1,0,0,-9,0,0,10,3,0,"gml-2.1"
115,-9,300,"AUH",29,1,1859,11,7,1859,1,0,0,-9,6,-9,20,5,1,"gml-2.1"
115,-9,325,"ITA",29,1,1859,11,7,1859,0,1,1,-9,6,-9,20,5,1,"gml-2.1"
119,-9,200,"UKG",24,2,1885,10,9,1885,0,0,0,-9,0,0,11,3,1,"gml-2.1"
119,-9,365,"RUS",24,2,1885,10,9,1885,1,1,1,-9,0,0,7,3,1,"gml-2.1"
121,-9,2,"USA",27,6,1853,27,6,1853,1,1,2,-9,0,0,7,3,1,"gml-2.1"
121,-9,300,"AUH",27,6,1853,27,6,1853,0,0,0,-9,0,0,0,1,1,"gml-2.1"
122,-9,200,"UKG",26,6,1961,27,12,1961,0,0,0,-9,0,0,7,3,0,"gml-2.1"
122,-9,616,"TUN",10,9,1961,27,12,1961,0,0,0,-9,0,0,7,3,0,"gml-2.1"
122,-9,625,"SUD",10,9,1961,27,12,1961,0,0,0,-9,0,0,7,3,0,"gml-2.1"
122,-9,630,"IRN",29,6,1961,27,12,1961,0,0,0,-9,0,0,0,1,0,"gml-2.1"
122,-9,645,"IRQ",25,6,1961,27,12,1961,1,1,1,-9,0,0,16,4,1,"gml-2.1"
122,-9,651,"EGY",10,9,1961,27,12,1961,0,0,0,-9,0,0,7,3,0,"gml-2.1"
122,-9,663,"JOR",10,9,1961,27,12,1961,0,0,0,-9,0,0,7,3,0,"gml-2.1"
122,-9,670,"SAU",1,7,1961,27,12,1961,0,0,0,-9,0,0,7,3,0,"gml-2.1"
122,-9,690,"KUW",25,6,1961,27,12,1961,0,0,0,-9,0,0,10,3,1,"gml-2.1"
123,-9,160,"ARG",21,7,1845,24,3,1846,0,0,0,-9,-9,-9,0,1,1,"gml-2.1"
123,-9,200,"UKG",21,7,1845,24,3,1846,1,1,2,-9,-9,-9,13,4,1,"gml-2.1"
123,-9,220,"FRN",21,7,1845,24,3,1846,1,1,2,-9,-9,-9,13,4,1,"gml-2.1"
125,-9,640,"TUR",17,5,1958,28,10,1958,1,NA,-9,-9,0,0,0,1,0,"gml-2.1"
125,-9,2,"USA",14,5,1958,28,10,1958,1,1,2,-9,0,0,16,4,1,"gml-2.1"
125,-9,200,"UKG",14,7,1958,28,10,1958,1,1,2,-9,0,0,8,3,0,"gml-2.1"
125,-9,365,"RUS",17,5,1958,28,10,1958,0,0,0,-9,0,0,7,3,0,"gml-2.1"
125,-9,645,"IRQ",15,7,1958,28,10,1958,0,0,0,-9,0,0,0,1,0,"gml-2.1"
125,-9,651,"EGY",14,5,1958,28,10,1958,0,0,0,-9,0,0,0,1,1,"gml-2.1"
126,-9,300,"AUH",-9,1,1853,12,2,1853,1,1,2,-9,0,0,1,2,1,"gml-2.1"
126,-9,365,"RUS",-9,2,1853,12,2,1853,1,1,2,-9,0,0,1,2,0,"gml-2.1"
126,-9,640,"TUR",-9,1,1853,12,2,1853,0,0,0,-9,0,0,0,1,1,"gml-2.1"
127,-9,200,"UKG",3,3,1921,11,5,1921,1,0,0,-9,0,0,14,4,1,"gml-2.1"
127,-9,211,"BEL",3,3,1921,11,5,1921,1,0,0,-9,0,0,14,4,1,"gml-2.1"
127,-9,220,"FRN",3,3,1921,11,5,1921,1,1,2,-9,0,0,14,4,1,"gml-2.1"
127,-9,255,"GMY",3,3,1921,11,5,1921,0,0,0,-9,0,0,0,1,1,"gml-2.1"
127,-9,325,"ITA",5,5,1921,11,5,1921,1,0,0,-9,0,0,3,2,0,"gml-2.1"
128,-9,200,"UKG",15,11,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"gml-2.1"
128,-9,220,"FRN",15,11,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"gml-2.1"
128,-9,300,"AUH",15,11,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"gml-2.1"
128,-9,325,"ITA",15,11,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"gml-2.1"
128,-9,365,"RUS",15,11,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"gml-2.1"
128,-9,640,"TUR",15,11,1905,5,12,1905,0,0,0,-9,0,0,0,1,1,"gml-2.1"
129,-9,710,"CHN",18,9,1931,31,5,1933,0,0,0,-9,6,-9,20,5,1,"gml-2.1"
129,-9,740,"JPN",18,9,1931,31,5,1933,1,1,1,-9,6,-9,20,5,1,"gml-2.1"
131,-9,365,"RUS",14,9,1899,1,4,1900,1,1,4,-9,0,0,7,3,1,"gml-2.1"
131,-9,730,"KOR",14,9,1899,1,4,1900,0,0,0,-9,0,0,0,1,1,"gml-2.1"
131,-9,740,"JPN",16,3,1900,1,4,1900,0,0,0,-9,0,0,10,3,0,"gml-2.1"
133,-9,200,"UKG",17,1,1923,29,1,1923,0,0,0,-9,-9,-9,7,3,0,"gml-2.1"
133,-9,220,"FRN",11,1,1923,15,1,1923,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
133,-9,325,"ITA",13,1,1923,29,1,1923,0,0,0,-9,-9,-9,7,3,0,"gml-2.1"
133,-9,368,"LIT",11,1,1923,29,1,1923,1,1,1,-9,-9,-9,14,4,1,"gml-2.1"
134,-9,255,"GMY",20,3,1939,23,3,1939,1,1,1,-9,0,0,7,3,1,"gml-2.1"
134,-9,368,"LIT",20,3,1939,23,3,1939,0,0,0,-9,0,0,0,1,1,"gml-2.1"
135,-9,70,"MEX",31,10,1861,5,2,1867,0,0,0,-9,6,-9,20,5,1,"gml-2.1"
135,-9,200,"UKG",31,10,1861,8,4,1862,1,1,3,-9,-9,-9,14,4,1,"gml-2.1"
135,-9,220,"FRN",31,10,1861,5,2,1867,1,1,3,-9,6,-9,20,5,1,"gml-2.1"
135,-9,230,"SPN",31,10,1861,8,4,1862,1,1,3,-9,-9,-9,14,4,1,"gml-2.1"
136,-9,2,"USA",15,7,1913,23,11,1914,1,1,3,-9,2,-9,17,4,1,"gml-2.1"
136,-9,70,"MEX",15,7,1913,23,11,1914,0,0,0,-9,4,-9,15,4,1,"gml-2.1"
137,-9,200,"UKG",4,5,1831,13,5,1831,1,1,2,-9,0,0,7,3,1,"gml-2.1"
137,-9,235,"POR",4,5,1831,13,5,1831,0,0,0,-9,0,0,0,1,1,"gml-2.1"
139,-9,710,"CHN",18,1,1935,2,2,1935,0,0,0,-9,2,-9,17,4,1,"gml-2.1"
139,-9,740,"JPN",18,1,1935,2,2,1935,1,1,1,-9,1,-9,17,4,1,"gml-2.1"
141,-9,200,"UKG",7,6,1880,25,11,1880,1,1,2,-9,0,0,7,3,1,"gml-2.1"
141,-9,220,"FRN",-9,7,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"gml-2.1"
141,-9,255,"GMY",14,9,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"gml-2.1"
141,-9,300,"AUH",14,9,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"gml-2.1"
141,-9,325,"ITA",14,9,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"gml-2.1"
141,-9,350,"GRC",16,6,1880,25,11,1880,1,1,2,-9,0,0,10,3,0,"gml-2.1"
141,-9,365,"RUS",14,9,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"gml-2.1"
141,-9,640,"TUR",7,6,1880,25,11,1880,0,0,0,-9,0,0,7,3,1,"gml-2.1"
142,-9,365,"RUS",-9,7,1821,10,8,1821,1,1,2,-9,0,0,7,3,1,"gml-2.1"
142,-9,640,"TUR",-9,7,1821,10,8,1821,0,0,0,-9,0,0,0,1,1,"gml-2.1"
144,-9,2,"USA",13,7,1854,-9,10,1854,1,1,2,-9,0,0,16,4,1,"gml-2.1"
144,-9,200,"UKG",13,7,1854,-9,10,1854,0,0,0,-9,0,0,7,3,1,"gml-2.1"
145,-9,2,"USA",24,3,1927,28,3,1927,1,1,2,-9,-9,-9,14,4,0,"gml-2.1"
145,-9,200,"UKG",5,1,1927,28,3,1927,1,1,2,-9,-9,-9,16,4,1,"gml-2.1"
145,-9,220,"FRN",24,1,1927,28,3,1927,1,0,0,-9,0,0,17,4,0,"gml-2.1"
145,-9,230,"SPN",20,1,1927,28,3,1927,1,0,0,-9,0,0,7,3,0,"gml-2.1"
145,-9,235,"POR",20,1,1927,28,3,1927,1,0,0,-9,0,0,7,3,0,"gml-2.1"
145,-9,325,"ITA",8,2,1927,28,3,1927,1,0,0,-9,-9,-9,7,3,0,"gml-2.1"
145,-9,710,"CHN",5,1,1927,28,3,1927,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
145,-9,740,"JPN",24,1,1927,28,3,1927,1,0,0,-9,0,0,14,4,0,"gml-2.1"
146,-9,200,"UKG",16,8,1827,-9,4,1828,1,1,2,-9,1,-9,17,4,1,"gml-2.1"
146,-9,220,"FRN",16,8,1827,-9,4,1828,1,1,2,-9,1,-9,17,4,1,"gml-2.1"
146,-9,365,"RUS",16,8,1827,-9,4,1828,1,1,2,-9,1,-9,17,4,1,"gml-2.1"
146,-9,640,"TUR",16,8,1827,-9,4,1828,0,0,0,-9,6,-9,17,4,1,"gml-2.1"
147,-9,300,"AUH",-9,3,1821,23,3,1821,1,1,3,-9,1,-9,17,4,1,"gml-2.1"
147,-9,329,"SIC",-9,3,1821,23,3,1821,0,0,0,-9,2,-9,17,4,1,"gml-2.1"
148,-9,710,"CHN",21,4,1959,1,8,1960,1,1,2,-9,0,0,16,4,1,"gml-2.1"
148,-9,790,"NEP",21,4,1959,1,8,1960,0,0,0,-9,1,-9,0,1,1,"gml-2.1"
149,-9,225,"SWZ",18,11,1856,26,5,1857,0,0,0,-9,0,0,10,3,1,"gml-2.1"
149,-9,255,"GMY",18,11,1856,26,5,1857,1,1,1,-9,0,0,10,3,1,"gml-2.1"
151,-9,2,"USA",2,5,1926,23,9,1926,1,1,3,-9,0,0,14,4,1,"gml-2.1"
151,-9,93,"NIC",2,5,1926,23,9,1926,0,0,0,-9,0,0,0,1,1,"gml-2.1"
152,-9,200,"UKG",7,12,1896,14,6,1898,0,1,1,-9,0,0,8,3,1,"gml-2.1"
152,-9,220,"FRN",7,12,1896,14,6,1898,1,1,1,-9,0,0,14,4,1,"gml-2.1"
153,-9,200,"UKG",22,6,1833,22,6,1833,1,1,2,-9,0,0,7,3,1,"gml-2.1"
153,-9,220,"FRN",22,6,1833,22,6,1833,1,1,2,-9,0,0,7,3,1,"gml-2.1"
153,-9,365,"RUS",22,6,1833,22,6,1833,0,0,0,-9,0,0,0,1,1,"gml-2.1"
153,-9,640,"TUR",22,6,1833,22,6,1833,0,0,0,-9,0,0,0,1,1,"gml-2.1"
154,-9,220,"FRN",8,11,1850,29,11,1850,0,0,0,-9,0,0,7,3,0,"gml-2.1"
154,-9,245,"BAV",11,10,1850,29,11,1850,0,0,0,-9,-9,-9,16,4,0,"gml-2.1"
154,-9,255,"GMY",12,9,1850,29,11,1850,1,1,2,-9,-9,-9,14,4,1,"gml-2.1"
154,-9,271,"WRT",11,10,1850,29,11,1850,0,0,0,-9,-9,-9,16,4,0,"gml-2.1"
154,-9,273,"HSE",12,9,1850,29,11,1850,0,0,0,-9,0,0,0,1,1,"gml-2.1"
154,-9,300,"AUH",12,9,1850,29,11,1850,0,0,0,-9,-9,-9,16,4,1,"gml-2.1"
154,-9,365,"RUS",28,10,1850,29,11,1850,0,0,0,-9,0,0,8,3,0,"gml-2.1"
156,-9,200,"UKG",-9,2,1906,14,5,1906,0,0,0,-9,0,0,7,3,1,"gml-2.1"
156,-9,640,"TUR",-9,2,1906,14,5,1906,1,1,1,-9,0,0,14,4,1,"gml-2.1"
157,-9,710,"CHN",7,7,1937,7,12,1941,0,0,0,-9,6,-9,21,5,1,"gml-2.1"
157,-9,740,"JPN",7,7,1937,7,12,1941,1,1,1,-9,6,-9,21,5,1,"gml-2.1"
158,-9,2,"USA",28,2,1921,23,8,1921,1,0,0,-9,0,0,7,3,0,"gml-2.1"
158,-9,94,"COS",21,2,1921,23,8,1921,1,1,1,-9,-9,-9,17,4,1,"gml-2.1"
158,-9,95,"PAN",21,2,1921,23,8,1921,0,1,1,-9,-9,-9,17,4,1,"gml-2.1"
159,-9,2,"USA",2,11,1903,25,1,1904,1,1,4,-9,0,0,13,4,1,"gml-2.1"
159,-9,100,"COL",2,11,1903,25,1,1904,0,0,0,-9,0,0,1,2,1,"gml-2.1"
