"dispnum3","dispnum4","stday","stmon","styear","endday","endmon","endyear","outcome","settle","fatality","fatalpre","maxdur","mindur","hiact","hostlev","recip","numa","numb","link1","link2","link3","ongo2010","version"
4424,20501,22,3,2005,29,9,2006,5,3,0,0,557,557,15,"4",1,1,1,"20402","20312",20311,0,"gml-2.1"
4425,20502,23,3,2005,23,3,2005,5,3,0,0,1,1,12,"3",1,1,1,"0","0",0,0,"gml-2.1"
4426,20503,23,3,2005,6,6,2005,5,3,0,0,76,76,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4427,20504,2,11,2005,2,11,2005,5,3,0,0,1,1,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
4428,20505,21,5,2005,21,5,2005,5,3,0,0,1,1,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
4429,20506,24,10,2005,27,10,2005,8,4,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4430,20507,14,12,2005,14,12,2005,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4431,20601,23,5,2006,21,9,2006,5,3,0,0,122,122,7,"3",1,1,1,"20403","20210",4193,0,"gml-2.1"
4432,20602,30,6,2006,26,9,2006,5,3,0,0,89,89,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4433,20603,26,9,2006,7,12,2006,5,3,1,1,73,73,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4434,20604,11,10,2006,11,10,2006,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4435,20701,26,5,2007,24,7,2007,5,3,0,0,60,60,7,"3",1,1,1,"20601","20404",20210,0,"gml-2.1"
4436,20702,6,8,2007,24,9,2010,5,3,3,-9,1146,1146,17,"4",1,1,1,"20501","20405",20312,1,"gml-2.1"
4437,20703,26,12,2007,16,2,2008,5,3,0,0,53,53,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4438,20801,-9,4,2008,-9,4,2008,5,3,0,0,30,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4439,20802,17,4,2008,17,4,2008,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4440,20803,14,7,2008,14,7,2008,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4441,20901,9,4,2009,9,4,2009,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4442,21001,17,1,2010,12,6,2010,5,3,0,0,147,147,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4443,21002,8,6,2010,8,6,2010,5,3,0,0,1,1,7,"3",0,1,1,"20701","20602",20404,0,"gml-2.1"
4444,30202,12,10,2002,3,11,2002,5,3,0,0,23,23,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4445,30203,8,5,2002,8,5,2002,5,3,0,0,1,1,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
4446,30204,8,6,2002,13,6,2002,5,3,0,0,6,6,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4447,30205,13,6,2002,13,6,2002,5,3,0,0,1,1,12,"3",0,1,1,"30203","0",0,0,"gml-2.1"
4449,30207,4,9,2002,5,9,2002,5,3,0,0,2,2,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4450,30208,19,9,2002,19,9,2002,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4451,30209,10,12,2002,11,12,2002,7,3,0,0,2,2,15,"4",0,2,1,"0","0",0,0,"gml-2.1"
4452,30301,2,1,2003,2,1,2003,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4453,30302,27,1,2003,27,1,2003,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4455,30304,27,2,2003,23,9,2003,5,3,0,0,209,209,8,"3",1,2,1,"30201","30209",30210,0,"gml-2.1"
4456,30305,10,6,2003,11,6,2003,5,3,0,0,2,2,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4457,30306,23,6,2003,27,3,2004,5,3,0,0,279,279,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4458,30307,26,6,2003,26,6,2003,5,3,0,0,1,1,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
4459,30308,1,7,2003,4,7,2003,-9,-9,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4460,30309,3,7,2003,3,7,2003,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4461,30310,30,7,2003,30,7,2003,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4462,30311,6,8,2003,4,5,2004,5,3,0,0,273,273,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
4463,30312,15,9,2003,15,9,2003,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4464,30313,23,9,2003,23,9,2003,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4465,30401,-9,11,2004,-9,11,2004,5,3,0,0,30,1,7,"3",0,1,1,"30209","30301",0,0,"gml-2.1"
4466,30402,-9,9,2004,-9,9,2004,5,3,0,0,30,1,11,"3",0,1,1,"30312","0",0,0,"gml-2.1"
4467,30403,10,11,2004,10,11,2004,3,3,0,0,1,1,8,"3",1,1,1,"0","0",0,0,"gml-2.1"
4468,30501,8,3,2005,7,7,2005,5,3,0,0,122,122,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
4469,30502,24,5,2005,24,5,2005,-9,-9,0,0,1,1,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
4470,30503,18,6,2005,10,7,2005,5,3,0,0,23,23,7,"3",0,1,1,"30303","0",0,0,"gml-2.1"
4471,30504,23,8,2005,26,8,2005,-9,-9,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4472,30505,9,9,2005,11,11,2005,5,3,0,0,64,64,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4473,30506,28,10,2005,13,11,2005,5,3,0,0,17,17,17,"4",1,1,1,"30201","0",0,0,"gml-2.1"
4474,30507,-9,11,2005,-9,5,2006,-9,-9,0,0,212,153,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4475,30601,25,1,2006,25,1,2006,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
4476,30602,19,4,2006,19,4,2006,5,3,0,0,1,1,7,"3",0,1,1,"30501","0",0,0,"gml-2.1"
4477,30603,16,8,2006,16,8,2006,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4478,30701,28,4,2007,27,5,2007,5,3,0,0,30,30,7,"3",0,1,2,"0","0",0,0,"gml-2.1"
4479,30702,21,6,2007,21,6,2007,5,3,0,0,1,1,1,"2",0,1,1,"30506","0",0,0,"gml-2.1"
4480,30801,9,2,2008,9,2,2008,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
4481,30802,6,5,2008,22,6,2008,5,3,0,0,48,48,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4482,30803,16,6,2008,16,6,2008,5,3,0,0,1,1,7,"3",0,1,1,"30503","0",0,0,"gml-2.1"
4483,30901,17,1,2009,26,12,2010,5,3,2,48,709,709,17,"4",1,2,1,"0","0",0,1,"gml-2.1"
4484,30902,29,1,2009,30,1,2009,5,3,0,0,2,2,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4485,30903,19,2,2009,19,2,2009,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4486,30904,8,3,2009,19,3,2009,5,3,0,0,12,12,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
4487,30905,13,9,2009,13,9,2009,5,3,0,0,1,1,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
4488,31001,29,3,2010,12,10,2010,5,3,0,0,198,198,15,"4",0,1,1,"0","0",0,1,"gml-2.1"
4489,31002,21,4,2010,21,4,2010,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4490,31003,4,6,2010,4,6,2010,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4491,31004,7,9,2010,28,11,2010,5,3,0,0,83,83,15,"4",1,1,1,"0","0",0,1,"gml-2.1"
4492,31005,14,9,2010,14,9,2010,5,3,0,0,1,1,7,"3",0,1,1,"30803","0",0,1,"gml-2.1"
4494,40201,13,6,2002,13,6,2002,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4495,40301,-9,3,2003,30,3,2003,5,3,0,0,30,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4496,40302,15,7,2003,15,7,2003,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4497,40401,22,2,2004,26,2,2004,5,3,0,0,5,5,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4499,40601,5,3,2006,11,3,2006,5,3,0,0,7,7,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
4500,40602,11,8,2006,11,8,2006,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4501,40701,-9,3,2007,-9,3,2007,5,3,0,0,31,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4502,40801,2,3,2008,3,3,2008,5,3,0,0,2,2,16,"4",1,1,1,"40501","40601",40701,0,"gml-2.1"
4503,40802,3,3,2008,16,5,2008,5,3,0,0,75,75,12,"3",1,1,1,"0","0",0,0,"gml-2.1"
4504,40901,7,3,2009,12,8,2009,5,3,0,0,159,159,11,"3",0,1,1,"40801","0",0,0,"gml-2.1"
4505,40902,9,8,2009,21,11,2009,5,3,0,0,105,105,12,"3",1,1,1,"40801","0",0,0,"gml-2.1"
4506,41001,8,1,2010,8,1,2010,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
4507,41002,29,7,2010,30,7,2010,5,3,0,0,2,2,11,"3",1,1,1,"40801","40902",0,1,"gml-2.1"
4508,41003,-9,10,2010,-9,10,2010,5,3,0,0,31,1,12,"3",1,1,1,"0","0",0,1,"gml-2.1"
4509,50204,23,4,2002,23,4,2002,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4510,50205,22,8,2002,22,3,2003,5,3,0,0,213,213,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
4511,50301,8,1,2003,8,1,2003,5,3,1,1,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4512,50302,21,3,2003,4,7,2003,-9,-9,0,0,106,106,16,"4",1,2,1,"0","0",0,0,"gml-2.1"
4513,50303,22,3,2003,13,4,2003,5,3,0,0,23,23,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
4514,50304,10,4,2003,12,4,2003,5,3,0,0,3,3,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4515,50305,26,5,2003,26,5,2003,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4516,50306,5,7,2003,6,7,2003,7,1,0,0,2,2,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4517,50307,17,8,2003,14,11,2003,5,3,0,0,90,90,16,"4",0,1,1,"50301","0",0,0,"gml-2.1"
4518,50401,-9,3,2004,16,4,2004,5,3,0,0,47,17,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4519,50402,14,3,2004,14,3,2004,2,3,1,1,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4520,50403,16,3,2004,16,3,2004,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4521,50404,3,6,2004,1,7,2004,7,1,0,0,29,29,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4522,50405,10,6,2004,13,6,2004,8,-9,0,0,4,4,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4523,50406,15,6,2004,6,1,2005,5,3,0,0,206,206,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
4524,50407,19,8,2004,1,1,2005,5,3,0,0,136,136,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4525,50408,23,9,2004,29,9,2004,5,3,1,1,7,7,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4526,50409,17,11,2004,17,11,2004,5,3,1,3,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4527,50501,22,4,2005,22,7,2005,5,3,0,0,92,92,17,"4",1,1,2,"0","0",0,0,"gml-2.1"
4528,50502,-9,4,2005,-9,4,2005,5,3,0,0,30,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4529,50503,31,7,2005,4,8,2005,5,3,1,20,5,5,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4530,50504,17,9,2005,17,3,2006,-9,-9,0,0,182,182,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4531,50601,2,6,2006,2,6,2006,5,3,1,2,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4532,50602,28,6,2006,31,7,2006,5,3,0,0,34,34,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
4533,50603,19,8,2006,3,3,2009,5,3,1,-9,928,928,17,"4",1,1,1,"50201","0",0,0,"gml-2.1"
4534,50604,8,9,2006,8,3,2007,-9,-9,0,0,182,182,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
4535,50701,11,1,2007,11,6,2007,5,3,0,0,152,152,15,"4",0,1,1,"50407","0",0,0,"gml-2.1"
4536,50702,20,1,2007,1,10,2009,5,3,0,0,986,986,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4537,50703,30,5,2007,28,5,2009,5,3,2,-9,730,730,16,"4",0,1,1,"50502","0",0,0,"gml-2.1"
4538,50704,28,8,2007,29,8,2007,7,3,0,0,2,2,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4539,50705,6,9,2007,6,9,2007,5,3,0,0,1,1,16,"4",1,1,1,"50602","0",0,0,"gml-2.1"
4540,50801,26,10,2008,26,10,2008,5,3,0,0,1,1,16,"4",0,1,1,"0","50402",0,0,"gml-2.1"
4541,50802,5,11,2008,5,11,2008,5,3,0,0,1,1,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
4542,50901,27,1,2009,27,1,2009,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4543,50902,25,2,2009,25,2,2009,5,3,0,0,1,1,16,"4",1,1,2,"0","0",0,0,"gml-2.1"
4544,50903,17,8,2009,17,8,2009,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4545,50904,11,9,2009,27,12,2010,5,3,1,1,473,473,17,"4",1,1,1,"50201","50603",0,1,"gml-2.1"
4546,50905,17,12,2009,28,1,2010,3,3,0,0,43,43,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
4547,51001,12,5,2010,31,12,2010,5,3,1,-9,234,234,16,"4",0,1,1,"0","0",0,1,"gml-2.1"
4548,51002,30,5,2010,30,11,2010,5,3,0,0,185,185,7,"3",0,1,1,"0","0",0,1,"gml-2.1"
4550,60501,29,5,2005,1,6,2005,-9,-9,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
4551,60502,13,7,2005,22,2,2006,5,3,0,0,225,225,7,"3",0,1,1,"60401","0",0,0,"gml-2.1"
4552,70202,4,3,2002,22,5,2005,5,3,2,-9,1176,1176,17,"4",1,2,1,"0","0",0,0,"gml-2.1"
4553,70203,-9,2,2002,27,10,2002,5,3,0,0,269,242,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4554,70204,7,3,2002,7,3,2002,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4555,70205,24,9,2002,28,1,2007,5,3,1,-9,1588,1588,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4556,70301,-9,1,2003,-9,1,2003,5,3,0,0,31,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4557,70302,4,10,2003,4,10,2003,5,3,1,2,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4558,70303,25,11,2003,25,11,2003,5,3,0,0,1,1,16,"4",0,1,1,"70203","0",0,0,"gml-2.1"
4559,70401,4,1,2004,30,10,2004,5,3,0,0,301,301,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
4560,70402,10,3,2004,10,3,2004,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4561,70403,18,5,2004,18,5,2004,5,3,0,0,1,1,16,"4",0,1,1,"70201","0",0,0,"gml-2.1"
4562,70404,17,7,2004,17,7,2004,5,3,0,0,1,1,16,"4",0,1,1,"70303","0",0,0,"gml-2.1"
4563,70405,24,9,2004,6,3,2005,-9,-9,0,0,164,164,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
4564,70406,26,10,2004,8,5,2005,5,3,1,1,195,195,17,"4",1,1,1,"70302","0",0,0,"gml-2.1"
4565,70407,13,12,2004,13,12,2004,5,3,0,0,1,1,8,"3",0,1,1,"0","0",0,0,"gml-2.1"
4566,70501,18,1,2005,17,10,2005,5,3,0,0,273,273,16,"4",1,1,1,"70403","70201",0,0,"gml-2.1"
4567,70502,2,3,2005,27,7,2005,5,3,0,0,148,148,8,"3",1,1,1,"0","0",0,0,"gml-2.1"
4569,70504,13,5,2005,17,5,2005,5,3,0,0,5,5,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
4570,70505,22,9,2005,22,10,2005,5,3,0,0,31,31,11,"3",0,1,1,"70401","0",0,0,"gml-2.1"
4573,70602,26,4,2006,26,4,2006,5,3,0,0,1,1,17,"4",1,1,1,"70202","0",0,0,"gml-2.1"
4574,70603,11,7,2006,11,7,2006,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4576,70605,20,12,2006,17,5,2007,5,3,1,12,149,149,17,"4",1,1,1,"70602","0",0,0,"gml-2.1"
4577,70701,22,1,2007,22,1,2007,5,3,1,1,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4578,70702,14,2,2007,7,9,2007,5,3,1,2,206,206,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4579,70703,21,3,2007,21,3,2007,5,3,1,1,1,1,16,"4",0,1,1,"70603","0",0,0,"gml-2.1"
4580,70704,14,12,2007,14,12,2007,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4581,70801,22,6,2008,29,10,2008,5,3,0,0,130,130,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4582,70802,31,1,2008,10,2,2008,5,3,0,0,11,11,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4583,70803,9,4,2008,20,4,2008,5,3,0,0,12,12,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4584,70804,14,4,2008,11,1,2009,5,3,2,-9,273,273,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
4585,70805,14,5,2008,29,12,2010,-9,-9,2,-9,960,960,17,"4",1,1,1,"0","0",0,1,"gml-2.1"
4586,70806,23,5,2008,23,5,2008,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
4588,70808,15,7,2008,29,10,2010,5,3,1,-9,837,837,17,"4",1,1,1,"0","0",0,1,"gml-2.1"
4589,70809,17,7,2008,17,7,2008,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
4590,70810,18,7,2008,18,7,2008,5,3,1,2,1,1,17,"4",1,1,1,"70802","0",0,0,"gml-2.1"
4591,70811,3,11,2008,6,4,2009,5,3,0,0,155,155,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
4592,70812,25,12,2008,28,12,2008,6,1,0,0,4,4,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
4593,70901,28,2,2009,4,7,2010,5,3,1,-9,492,492,17,"4",1,1,1,"0","0",0,1,"gml-2.1"
4594,70902,23,4,2009,23,4,2009,5,3,1,1,1,1,17,"4",1,1,1,"70803","0",0,0,"gml-2.1"
4595,70903,27,4,2009,27,4,2009,5,3,0,0,1,1,16,"4",0,1,1,"70703","0",0,0,"gml-2.1"
4596,70904,8,10,2009,29,12,2009,5,3,0,0,83,83,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
4597,70905,23,10,2009,23,10,2009,5,3,0,0,1,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
4598,71001,30,9,2010,30,9,2010,5,3,1,3,1,1,17,"4",1,1,1,"70701","0",0,1,"gml-2.1"
4599,71002,12,10,2010,3,12,2010,-9,-9,0,0,53,53,15,"4",1,1,1,"70902","0",0,1,"gml-2.1"
