"dispnum3","dispnum4","stday","stmon","styear","endday","endmon","endyear","outcome","settle","fatality","fatalpre","maxdur","mindur","hiact","hostlev","recip","numa","numb","link1","link2","link3","ongo2010","version"
2875,-9,20,2,1960,10,7,1960,6,1,0,0,142,142,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2876,-9,8,10,1960,8,10,1960,5,3,0,0,1,1,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
2877,-9,31,7,1960,1,8,1960,5,3,0,0,2,2,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
2878,-9,31,7,1960,1,8,1960,5,3,0,0,2,2,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
2880,-9,1,11,1961,1,11,1961,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2884,-9,14,3,1961,17,3,1961,5,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2885,-9,15,12,1960,13,4,1961,5,3,0,0,120,120,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2887,-9,19,1,1961,19,1,1961,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2888,-9,21,6,1962,-9,10,1962,7,3,0,0,133,103,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2890,-9,11,3,1962,11,3,1962,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2891,-9,15,10,1966,15,10,1966,5,3,1,-9,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
2892,-9,21,1,1963,10,1,1966,5,3,3,-9,1086,1086,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
2894,-9,17,11,1963,17,11,1963,5,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2897,-9,20,11,1963,20,11,1963,5,3,1,2,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2898,-9,28,9,1963,3,10,1963,5,3,1,1,6,6,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2899,-9,15,3,1963,15,3,1963,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2901,-9,15,7,1964,15,7,1964,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2904,-9,29,3,1964,29,3,1964,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2906,-9,19,12,1964,19,12,1964,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2907,-9,24,9,1964,24,9,1964,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2908,-9,2,9,1964,16,9,1964,5,3,0,0,15,15,7,"3",1,1,2,"0","0",0,0,"gml-2.1"
2913,-9,24,2,1965,5,3,1965,5,3,1,1,10,10,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2914,-9,12,1,1965,16,2,1965,5,3,0,0,36,36,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2915,-9,22,5,1965,22,5,1965,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2916,-9,27,4,1965,27,4,1965,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
2918,-9,17,4,1966,17,4,1966,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2919,-9,15,3,1966,18,3,1966,5,3,0,0,4,4,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2920,-9,22,1,1966,25,1,1966,5,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2921,-9,14,7,1966,14,7,1966,5,3,0,0,1,1,7,"3",0,1,2,"0","0",0,0,"gml-2.1"
2922,-9,15,6,1968,19,6,1968,5,3,0,0,5,5,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2923,-9,4,5,1968,22,5,1968,7,1,0,0,19,19,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2924,-9,13,2,1968,13,2,1968,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2925,-9,28,9,1968,10,11,1968,5,3,0,0,44,44,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2926,-9,30,6,1968,3,7,1968,5,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2927,-9,22,6,1968,25,6,1968,5,3,0,0,4,4,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2928,-9,30,6,1968,2,7,1968,7,1,0,0,3,3,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2929,-9,9,4,1965,14,2,1968,5,3,1,-9,1042,1042,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
2930,-9,10,5,1967,16,5,1967,5,3,0,0,7,7,7,"3",0,1,3,"0","0",0,0,"gml-2.1"
2931,-9,28,4,1967,28,4,1967,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2932,-9,12,10,1967,12,10,1967,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2933,-9,29,4,1967,2,5,1967,7,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2934,-9,2,3,1967,25,3,1967,7,3,0,0,24,24,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2935,-9,8,9,1967,8,9,1967,5,3,1,-9,1,1,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2936,-9,9,9,1969,4,10,1969,5,3,0,0,26,26,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2937,-9,9,8,1969,24,9,1969,5,3,0,0,47,47,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2938,-9,4,2,1969,4,2,1969,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
2940,-9,20,11,1968,19,12,1968,7,3,0,0,30,30,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2942,-9,14,11,1970,17,11,1970,5,3,0,0,4,4,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2944,-9,28,1,1971,28,1,1971,5,3,0,0,1,1,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2946,-9,24,2,1971,27,12,1971,7,3,0,0,307,307,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2947,-9,9,3,1971,9,3,1971,5,3,0,0,1,1,1,"2",0,1,1,"0","0",0,0,"gml-2.1"
2948,-9,22,8,1972,22,8,1972,5,3,1,1,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2949,-9,17,1,1972,20,1,1972,7,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2950,-9,21,3,1973,21,3,1973,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2951,-9,23,2,1974,24,2,1974,7,3,0,0,2,2,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2955,-9,24,4,1975,24,4,1975,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2956,-9,-9,6,1976,25,6,1976,7,3,0,0,25,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2958,-9,7,1,1976,10,1,1976,5,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2959,-9,24,11,1976,25,11,1976,5,3,0,0,2,2,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2960,-9,7,10,1976,8,10,1976,5,3,0,0,2,2,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2961,-9,12,4,1976,13,4,1976,7,3,0,0,2,2,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2962,-9,25,4,1977,28,4,1977,7,3,0,0,4,4,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2963,-9,10,11,1977,12,11,1977,7,3,0,0,3,3,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2964,-9,7,9,1977,7,9,1977,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
2965,-9,30,7,1978,30,7,1978,7,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2967,-9,14,11,1979,15,11,1979,5,3,0,0,2,2,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2968,-9,26,8,1979,31,8,1979,5,3,0,0,6,6,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2969,-9,13,7,1980,13,7,1980,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2971,-9,14,8,1981,8,1,1982,5,3,0,0,148,148,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2972,-9,17,7,1981,30,7,1981,5,3,0,0,14,14,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
2973,-9,1,10,1983,-9,10,1983,5,3,0,0,31,1,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2974,-9,24,4,1982,16,7,1982,5,3,0,0,84,84,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2975,-9,2,3,1982,3,3,1982,5,3,0,0,2,2,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2976,-9,3,4,1982,3,4,1982,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
2977,-9,9,3,1982,8,6,1982,5,3,0,0,92,92,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2981,-9,19,4,1983,19,4,1983,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2982,-9,16,12,1982,16,12,1982,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2984,-9,9,9,1953,9,9,1953,5,3,1,7,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2986,-9,27,1,1956,6,5,1957,5,3,1,-9,466,466,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
2987,-9,27,8,1954,27,11,1955,5,3,2,-9,458,458,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
2988,-9,24,5,1953,8,11,1953,5,3,0,0,169,169,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
2989,-9,25,9,1952,25,9,1952,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
2991,-9,13,2,1951,8,6,1951,5,3,0,0,116,116,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2992,-9,13,3,1951,22,5,1951,5,3,0,0,71,71,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2995,-9,10,3,1934,30,3,1934,7,3,0,0,21,21,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
2996,-9,7,6,1959,3,8,1959,5,3,0,0,58,58,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
2997,-9,27,9,1959,27,9,1959,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
2998,-9,10,3,1959,15,3,1959,5,3,0,0,6,6,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
2999,-9,14,12,1959,14,12,1959,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3000,-9,27,2,1979,27,8,1979,5,3,0,0,182,182,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3001,-9,-9,2,1979,14,5,1979,5,3,0,0,103,76,8,"3",1,1,1,"0","0",0,0,"gml-2.1"
3002,-9,26,2,1979,26,2,1979,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3003,-9,13,12,1978,24,1,1979,5,3,1,2,43,43,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3004,-9,16,10,1978,8,8,1979,5,3,0,0,297,297,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3005,-9,23,8,1978,26,8,1978,5,3,1,-9,4,4,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3007,-9,-9,2,1978,15,3,1979,5,1,6,-9,408,381,20,"5",1,1,2,"0","0",0,0,"gml-2.1"
3009,-9,16,3,1978,16,3,1978,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3010,-9,15,2,1978,17,2,1978,7,1,0,0,3,3,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
3011,-9,20,3,1978,20,3,1978,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3013,-9,13,10,1977,14,10,1977,5,3,0,0,2,2,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3014,-9,20,5,1977,27,5,1977,5,3,0,0,8,8,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3015,-9,27,2,1978,27,2,1978,5,3,1,-9,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3016,-9,27,1,1980,30,1,1980,5,3,0,0,4,4,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3017,-9,3,1,1980,1,3,1980,5,1,0,0,59,59,11,"3",1,2,1,"0","0",0,0,"gml-2.1"
3018,-9,-9,8,1977,-9,8,1977,5,3,0,0,31,1,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
3020,-9,4,11,1979,20,1,1981,7,1,0,0,444,444,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3021,-9,27,7,1979,9,8,1979,5,3,0,0,14,14,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3022,-9,10,11,1979,11,11,1979,5,3,0,0,2,2,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3024,-9,10,6,1979,7,10,1979,5,3,2,-9,120,120,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3025,-9,-9,2,1979,23,6,1979,5,3,0,0,143,116,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3026,-9,2,3,1979,16,3,1979,5,3,0,0,15,15,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3027,-9,12,3,1984,12,3,1984,5,3,1,11,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3029,-9,19,2,1985,19,2,1985,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3030,-9,14,6,1985,14,6,1985,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3031,-9,25,8,1984,25,10,1984,5,1,0,0,62,62,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3033,-9,8,1,1985,8,1,1985,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3034,-9,26,12,1984,26,12,1984,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3035,-9,25,12,1984,25,12,1984,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3036,-9,21,12,1984,21,12,1984,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3037,-9,-9,11,1984,29,1,1985,7,1,0,0,90,61,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3038,-9,9,12,1984,9,12,1984,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3040,-9,12,9,1984,12,9,1984,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3041,-9,21,8,1984,21,8,1984,5,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3042,-9,10,7,1984,10,7,1984,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3043,-9,1,7,1984,17,4,1985,5,3,0,0,291,291,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3044,-9,15,6,1984,15,6,1984,5,3,1,-9,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3045,-9,3,6,1984,3,6,1984,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3046,-9,16,2,1984,18,2,1985,5,3,1,2,369,369,16,"4",0,1,2,"0","0",0,0,"gml-2.1"
3048,-9,16,5,1984,5,6,1984,5,3,0,0,21,21,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3049,-9,18,4,1984,27,8,1984,5,3,0,0,132,132,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3050,-9,27,3,1984,29,10,1984,6,1,0,0,217,217,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3051,-9,3,3,1984,9,4,1984,3,3,0,0,38,38,16,"4",1,2,3,"0","0",0,0,"gml-2.1"
3052,-9,1,3,1984,1,3,1984,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3053,-9,1,3,1984,2,3,1984,5,3,0,0,2,2,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3054,-9,28,12,1983,16,1,1984,5,3,-9,-9,20,20,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3055,-9,9,12,1983,10,6,1984,6,1,1,13,185,185,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3056,-9,20,11,1983,20,11,1983,5,3,0,0,1,1,8,"3",1,1,1,"0","0",0,0,"gml-2.1"
3057,-9,31,10,1983,4,2,1985,5,3,0,0,463,463,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3058,-9,21,10,1983,15,12,1983,1,2,3,249,56,56,17,"4",1,7,2,"0","0",0,0,"gml-2.1"
3059,-9,9,10,1983,10,10,1983,5,3,0,0,2,2,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3060,-9,-9,6,1984,12,6,1984,5,3,0,0,12,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3062,-9,29,8,1983,1,4,1984,5,3,-9,-9,217,217,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3063,-9,1,9,1983,1,9,1983,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3064,-9,3,8,1983,7,8,1983,5,3,0,0,5,5,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3065,-9,1,8,1983,10,8,1983,5,3,0,0,10,10,7,"3",1,2,1,"0","0",0,0,"gml-2.1"
3066,-9,18,4,1983,11,7,1983,6,1,4,-9,85,85,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3067,-9,27,4,1983,3,5,1983,5,3,0,0,7,7,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3068,-9,16,4,1983,14,6,1983,7,1,0,0,60,60,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3070,-9,13,4,1983,17,10,1983,5,3,1,-9,188,188,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3071,-9,26,7,1983,20,5,1984,5,3,0,0,300,300,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3072,-9,16,2,1983,20,2,1983,3,3,0,0,5,5,7,"3",1,1,3,"0","0",0,0,"gml-2.1"
3073,-9,9,12,1982,26,3,1983,5,3,1,-9,108,108,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3074,-9,-9,11,1982,13,1,1983,5,3,0,0,74,45,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3075,-9,30,1,1983,31,1,1983,5,3,0,0,2,2,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3076,-9,-9,9,1982,29,10,1982,5,3,0,0,59,30,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3078,-9,9,8,1982,9,8,1982,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3079,-9,9,8,1982,9,8,1982,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3082,-9,26,4,1982,17,6,1982,5,3,-9,-9,53,53,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3083,-9,14,5,1982,26,6,1982,5,3,0,0,44,44,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3085,-9,1,5,1982,5,9,1982,5,3,0,0,128,128,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3086,-9,12,4,1982,13,4,1982,5,3,0,0,2,2,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3088,-9,4,3,1982,4,3,1982,5,3,0,0,1,1,4,"2",0,1,1,"0","0",0,0,"gml-2.1"
3089,-9,24,2,1982,24,2,1982,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3090,-9,28,2,1982,17,9,1982,6,1,1,-9,202,202,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3092,-9,9,11,1981,9,11,1981,5,3,0,0,1,1,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3093,-9,27,10,1981,6,11,1981,7,3,0,0,11,11,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
3095,-9,13,6,1981,1,10,1981,5,3,0,0,111,111,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3096,-9,24,9,1981,24,9,1981,5,3,1,-9,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3097,-9,17,9,1981,17,9,1981,5,3,1,-9,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3098,-9,10,9,1981,6,12,1981,5,3,-9,-9,88,88,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3099,-9,13,8,1981,21,8,1981,5,3,0,0,9,9,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3100,-9,12,8,1981,12,8,1981,7,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3101,-9,7,6,1981,7,6,1981,1,3,1,-9,1,1,16,"4",0,1,2,"0","0",0,0,"gml-2.1"
3102,-9,7,5,1981,18,5,1981,5,3,4,-9,12,12,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3104,-9,15,5,1981,22,7,1981,3,1,1,5,69,69,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3105,-9,-9,10,1980,18,1,1981,7,3,0,0,110,80,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3106,-9,22,2,1982,24,2,1982,5,3,0,0,3,3,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3107,-9,25,11,1980,9,1,1981,5,3,0,0,46,46,8,"3",1,1,1,"0","0",0,0,"gml-2.1"
3108,-9,12,11,1980,16,11,1980,5,3,0,0,5,5,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3109,-9,21,11,1980,22,11,1980,5,3,0,0,2,2,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3111,-9,-9,11,1980,20,11,1980,5,3,0,0,20,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3112,-9,11,8,1980,1,6,1981,5,3,1,2,295,295,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3113,-9,10,7,1980,10,7,1980,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3114,-9,15,6,1980,15,6,1980,5,3,1,1,1,1,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3115,-9,-9,5,1980,-9,5,1980,5,3,0,0,31,1,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
3117,-9,30,5,1980,2,11,1980,4,3,0,0,157,157,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3118,-9,-9,8,1980,5,12,1980,5,3,0,0,127,97,11,"3",1,1,1,"0","0",0,0,"gml-2.1"
3119,-9,26,2,1980,29,7,1980,5,4,0,0,155,155,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3120,-9,7,2,1980,7,2,1980,5,3,0,0,1,1,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3122,-9,22,9,1977,4,10,1977,7,3,0,0,13,13,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3126,-9,12,7,1977,10,9,1977,6,1,3,-9,61,61,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3127,-9,6,7,1977,2,11,1977,5,3,1,-9,120,120,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3129,-9,23,6,1977,27,6,1977,5,3,1,13,5,5,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3130,-9,22,6,1977,26,6,1977,5,3,0,0,5,5,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
3131,-9,11,5,1977,21,12,1979,6,1,-9,-9,955,955,18,"4",1,1,2,"0","0",0,0,"gml-2.1"
3132,-9,5,8,1907,-9,2,1908,5,3,-9,-9,209,181,16,"4",1,1,2,"0","0",0,0,"gml-2.1"
3133,-9,16,7,1909,9,9,1909,5,3,0,0,56,56,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3134,-9,1,11,1919,20,10,1921,2,1,6,-9,720,720,20,"5",1,1,1,"0","0",0,0,"gml-2.1"
3135,-9,9,3,1966,14,4,1966,4,1,0,0,37,37,7,"3",0,1,1,"0","0",0,0,"gml-2.1"
3138,-9,17,4,1831,14,7,1831,1,1,1,3,89,89,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3139,-9,5,4,1911,30,3,1912,1,2,-9,-9,361,361,14,"4",0,1,1,"0","0",0,0,"gml-2.1"
3150,-9,23,4,1959,23,4,1959,5,3,1,1,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3151,-9,4,3,1958,4,3,1958,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3152,-9,5,3,1958,13,4,1958,5,3,0,0,40,40,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3154,-9,30,10,1955,10,12,1956,5,3,1,-9,408,408,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3155,-9,26,3,1955,31,3,1955,5,3,0,0,6,6,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3156,-9,7,10,1934,7,10,1934,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3157,-9,14,7,1934,31,7,1934,3,1,1,-9,18,18,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3158,-9,23,8,1935,31,8,1935,5,3,0,0,9,9,11,"3",0,1,1,"0","0",0,0,"gml-2.1"
3159,-9,15,12,1934,15,12,1934,5,3,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3160,-9,11,4,1933,11,4,1933,7,3,0,0,1,1,15,"4",0,1,1,"0","0",0,0,"gml-2.1"
3161,-9,26,4,1949,14,8,1949,5,3,0,0,111,111,7,"3",1,1,2,"0","0",0,0,"gml-2.1"
3162,-9,9,8,1960,25,9,1960,5,3,0,0,48,48,15,"4",1,1,1,"0","0",0,0,"gml-2.1"
3163,-9,14,8,1962,14,8,1962,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3165,-9,30,3,1962,30,3,1962,5,3,0,0,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3166,-9,-9,8,1963,8,11,1963,6,1,1,3,100,70,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3167,-9,1,2,1963,4,2,1963,5,3,0,0,4,4,12,"3",0,1,1,"0","0",0,0,"gml-2.1"
3168,-9,26,5,1965,26,5,1965,8,1,1,2,1,1,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3169,-9,28,7,1965,28,7,1965,5,1,0,0,1,1,16,"4",0,1,1,"0","0",0,0,"gml-2.1"
3170,-9,15,1,1967,15,1,1967,5,3,0,0,1,1,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3171,-9,24,2,1966,21,12,1966,5,3,1,1,301,301,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3172,-9,20,4,1967,26,4,1967,5,3,0,0,7,7,12,"3",1,1,1,"0","0",0,0,"gml-2.1"
3173,-9,1,5,1969,3,11,1969,6,1,1,-9,187,187,17,"4",1,1,1,"0","0",0,0,"gml-2.1"
3174,-9,2,8,1974,28,8,1974,5,3,0,0,27,27,7,"3",1,1,1,"0","0",0,0,"gml-2.1"
3175,-9,4,8,1975,26,8,1975,5,3,0,0,23,23,16,"4",1,1,1,"0","0",0,0,"gml-2.1"
3176,-9,6,6,1976,25,11,1976,6,4,0,0,173,173,10,"3",1,1,1,"0","0",0,0,"gml-2.1"
